word
medium
bulkiness
runty
enormousness
vastness
voluminous
hang
8vo
diminutive
tininess
enormity
4to
minuteness
narrow gauge
airiness
octavo
wingspan
voluminousness
average
hang
slightness
commodious
small
tiny
medial
stunted
diminutiveness
go
wingspread
gigantism
arm's length
large
big
number
puny
sizeable
delicacy
stuntedness
capaciousness
giantism
spaciousness
circumference
skip distance
seating capacity
ampleness
dovetail
wee
immense
massive
outsize
length
littleness
greatness
great
dwarfish
grandness
spread
petite
wideness
stout
medium
extra large
ample
gauge
regular
immenseness
dovetail
wide
vast
perimeter
dwarfishness
bigness
broad gauge
airy
quarto
altitudinal
tessellate
joint
intermediate
capacious
runtiness
little
girth
tall
small
roomy
enormous
sizeableness
smallness
petiteness
leg
large
roominess
fitting
puniness
fit
size
immensity
grain
commodiousness
standard gauge
joint
voluminosity
light time
size
fullness
minute
slight
outsize
grand
full
weeness
petite
eightvo
bulky
stout
spacious
distance
largeness
massiveness
fitter
altitude
fit
