word
worsted
waterproof
hopsacking
wash-and-wear
quilting
washable
yoke
reduce
terry
cotton
monk's cloth
miniaturise
flannel
ticking
seam
furrow
hanky
save-all
velveteen
damask
motley
canopy
topsail
ventilate
sandy
stockinet
upholstery material
lug
flash
bristliness
fore-topsail
permeability
twill
swatch
miniaturisation
purse
huck
skysail
jean
skinny
denim
chenille
vicuna
dishrag
Velcro
balbriggan
remain
buckram
shagginess
reducible
georgette
permeableness
sheet
elastic
meshing
crossjack
coat
material
frieze
fragility
permeable
bunting
Turkish towel
net
stammel
downsize
grosgrain
silk
plush
rep
nubby
filet
raggedness
pilot cloth
desolation
spininess
doeskin
webbing
jib
khaki
Harris Tweed
shrinkage
moire
madras
ruck up
woolen
macintosh
reseau
crepe
repp
challis
waterproofed
pinstripe
marocain
velour
moire
knit
cutaneal
cobweb
imitation leather
sailcloth
batik
Dacron
lateen
tulle
moquette
slipperiness
point lace
print
olive drab
slippery
shred
scaly
oddment
jacquard
pocket-handkerchief
sacking
flannelette
patch
durable press
satinette
skin
sharkskin
velvet
cloth
line of life
slub
calico
sleekness
bristly
tweed
bandanna
lace
square sail
faille
suiting
scratchy
gore
ruckle
thorniness
baize
towel
pepper-and-salt
burnish
main-topsail
tappa
canvass
fleece
crape
fleecy
heart line
prickliness
airing
plain
cotton flannel
pick
sail
fustian
silesia
viscose
contract
filling
huckaback
frail
sandiness
safety net
stockinette
knitter
mackintosh
swan's down
plushy
hopsack
marseille
love line
flex
warp
glaze
Ultrasuede
leatherette
herringbone
rag
bib
crumple
line of fate
fiber
granular
terry towel
fineness
spandex
laugh line
tag
tarp
permanent press
lugsail
tag end
double knit
lateen sail
crepe marocain
Courtelle
gauze bandage
inset
graininess
Orlon
waterproof
suede
drapery
spritsail
camouflage
wash-and-wear
buckram
sarcenet
roughness
sheet
Valenciennes
mousseline de sole
crease
slick
linsey-woolsey
pucker
scrunch
purl
miniature
handkerchief
damask
crinkle
taffeta
knitwork
camlet
train
balloon sail
tweedy
Canton flannel
lisle
bath towel
press of canvas
web
harsh
remnant
nap
cambric
bumpy
macrame
ruck
brocade
nappy
wash
chamois cloth
desolate
khaddar
crepe
organza
line of Saturn
piece of material
liner
diamante
edge
duffel
coarseness
broadcloth
coarse
textile
batiste
velcro
gossamer
gauzy
shantung
longyi
knot
samite
cerecloth
powderiness
lint
pina cloth
pongee
jersey
line
network
burl
cheesecloth
satin
canvas
belting
cobwebby
French polish
royal
diaper
aba
muslin
homespun
oilcloth
skin
ventilation
khaki
harshness
glossy
woolen
shrivel
netting
burlap
paper towel
meshwork
sparker
narrow wale
organdie
mesh
panting
felt
gaff-headed sail
staysail
mizzen
scale down
fore-and-aft topsail
sheeting
towel
hem
crinkly
fragile
gaffsail
Valenciennes lace
fore-and-aft sail
dish towel
gloss
duck
alpaca
net
crow's feet
woof
beach towel
winceyette
cotton wool
terrycloth
pasty
fabric
piece of cloth
basket weave
satiny
remainder
chicken wire
jib
face towel
etamin
calico
dust cover
ninon
topgallant
cotton fiber
panel
wrinkle
line of heart
viscose rayon
foulard
life line
wire cloth
dust sheet
slippy
suede cloth
knit
Viyella
nainsook
acetate rayon
terry cloth
satinet
batik
lifeline
metallic
seersucker
gusset
tapa
dishtowel
moleskin
watered-silk
camelhair
lining
lungi
rayon
tartan
silkiness
pine-tar rag
prickly
shrink
shrinking
lame
drape
dustrag
motley
gunny
hankie
guimpe
sponge cloth
polish
finespun
mensal line
gaff topsail
cashmere
mainsail
depopulate
lacelike
flying jib
rough
polyester
moreen
bandana
smooth
dermatoglyphic
tammy
shaggy
smoothness
fine
boucle
spark arrester
spanker
dustcloth
slip
ragged
weatherproof
foresail
voile
mizen
abrasive
petrolatum gauze
nankeen
dimity
tapestry
mohair
sackcloth
slick
crisp
hand towel
lacy
powdery
cutis
tucker
gabardine
organdy
flex
trousering
poplin
tapis
tricot
frown line
Brussels lace
burl
scrunch up
dungaree
rumple
sateen
glossiness
scaliness
waterproof
Canton crepe
shirting
end
gauze
towelling
topgallant sail
contraction
press of sail
elastic
inset
lungyi
grogram
shred
weatherproof
camouflage
hem
camel's hair
hair
furrow
duster
gossamer
Bedford cord
plaid
texture
bombazine
slick
chintz
dishcloth
patch
gloss
crow's foot
silky
screening
miniaturize
twill
headsail
purl
thorny
tweediness
depopulation
crinkle
shirttail
duffle
bobbin lace
delicate
miniaturization
grillwork
train
slickness
granularity
homespun
crepe de Chine
tegument
burnish
macrame
crape
bumpiness
plain stitch
scrim
wide wale
spinnaker
edging
cord
acetate
needlepoint
velours
scratchiness
reef
main course
pique
filet
hairnet
shoulder patch
abrasiveness
woollen
drop cloth
line of destiny
corduroy
khadi
fibre
shag
acrylic
line
percale
velvet
wirework
sleek
Terylene
crinoline
woollen
paisley
velvety
cottony
spiny
nylon
cretonne
gingham
wool
ground cloth
coating
placket
polish
chinchilla
etamine
tea towel
mesh
felt
tarpaulin
cockle
linen
pillow lace
mackinaw
knitting
groundsheet
hankey
jaconet
tick
toweling
russet
grainy
crease
tatter
serge
horsehair
pucker
chiffon
veiling
nubbiness
chambray
camo
roller towel
Aertex
chino
intricate
whipcord
lace
motley
vulcanized fiber
gore
sarsenet
reduction
fag end
snood
web
bagging
wrinkle
sail
ruck
brocade
rib
knit stitch
wincey
weft
dust
wash
bag
haircloth
mizzen course
rainproof
